,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
50784,50785,0.76,Premium,E,SI2,61.3,59.0,2303,5.85,5.83,3.58
40651,40652,0.54,Ideal,H,SI1,62.2,56.0,1154,5.19,5.26,3.25
52192,52193,0.72,Very Good,E,SI1,60.0,57.0,2479,5.8,5.84,3.49
32738,32739,0.31,Premium,F,VS2,59.7,58.0,802,4.48,4.43,2.66
15301,15302,1.29,Good,D,SI2,57.9,59.0,6140,7.22,7.18,4.17
10115,10116,1.02,Premium,G,SI1,63.0,55.0,4718,6.45,6.4,4.05
8390,8391,0.32,Very Good,E,SI1,59.9,57.0,584,4.47,4.49,2.68
17063,17064,0.32,Premium,G,SI1,62.6,58.0,612,4.37,4.35,2.73
31177,31178,0.42,Ideal,G,SI1,60.7,57.0,756,4.81,4.89,2.95
3840,3841,0.9,Premium,D,SI2,63.0,58.0,3473,6.16,6.12,3.87
38663,38664,0.42,Ideal,D,SI1,61.8,57.0,1040,4.81,4.77,2.96
36248,36249,0.41,Ideal,E,VS2,62.5,55.0,935,4.74,4.77,2.97
33842,33843,0.3,Ideal,G,IF,62.2,55.0,844,4.3,4.32,2.68
976,977,0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
2363,2364,0.9,Premium,J,VS1,62.3,56.0,3175,6.23,6.19,3.87
41342,41343,0.42,Ideal,H,IF,61.7,55.0,1216,4.82,4.84,2.98
10402,10403,0.31,Premium,D,SI2,61.8,60.0,593,4.37,4.33,2.69
24720,24721,1.03,Ideal,F,IF,62.3,57.0,13060,6.44,6.49,4.03
8608,8609,1.08,Ideal,J,SI1,61.8,56.2,4443,6.55,6.58,4.06
49782,49783,0.7,Very Good,F,SI1,61.4,57.0,2161,5.73,5.77,3.53
39827,39828,0.39,Premium,E,VS1,59.6,60.0,1097,4.75,4.72,2.82
36025,36026,0.45,Ideal,H,SI1,61.6,56.0,923,4.94,4.96,3.05
7889,7890,1.0,Very Good,E,SI2,62.2,59.0,4312,6.35,6.38,3.96
27229,27230,1.71,Ideal,G,VS1,62.2,55.0,17595,7.72,7.65,4.78
44745,44746,0.5,Ideal,E,VS1,62.2,56.0,1619,5.1,5.13,3.18
9830,9831,1.01,Premium,D,SI2,61.8,60.0,4672,6.41,6.37,3.95
13699,13700,1.2,Good,I,VS1,64.8,58.0,5600,6.6,6.65,4.29
11092,11093,1.03,Ideal,G,SI2,62.3,59.0,4928,6.44,6.46,4.02
32932,32933,0.41,Very Good,I,VVS2,61.3,60.0,811,4.77,4.82,2.94
30531,30532,0.3,Ideal,G,VVS1,60.6,57.0,734,4.36,4.38,2.65
30159,30160,0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2.95
16639,16640,1.32,Premium,I,SI1,60.3,60.0,6653,7.14,7.09,4.29
18316,18317,1.01,Very Good,G,VS1,59.3,57.0,7451,6.55,6.6,3.9
29568,29569,0.41,Very Good,E,SI1,60.5,63.0,705,4.77,4.81,2.9
381,382,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69
24925,24926,1.5,Very Good,D,VS2,63.0,59.0,13372,7.24,7.3,4.58
20390,20391,0.31,Ideal,F,VS2,61.6,55.0,625,4.36,4.37,2.69
3912,3913,0.78,Premium,E,VS2,62.8,60.0,3494,5.86,5.79,3.66
3579,3580,0.93,Very Good,F,SI2,63.5,58.0,3420,6.14,6.05,3.87
42135,42136,0.57,Good,F,SI2,61.9,57.7,1280,5.32,5.34,3.3
48155,48156,0.54,Ideal,D,VS1,62.0,56.0,1941,5.21,5.25,3.24
24667,24668,1.51,Good,F,VS2,61.0,63.0,13010,7.32,7.39,4.49
50491,50492,0.7,Premium,G,SI2,58.5,60.0,2268,5.85,5.81,3.41
219,220,0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
24931,24932,1.5,Very Good,G,VS1,62.4,57.0,13379,7.24,7.31,4.54
45803,45804,0.5,Premium,F,VS1,61.8,60.0,1710,5.06,5.1,3.14
38384,38385,0.42,Ideal,E,VS2,62.0,55.0,1024,4.82,4.8,2.98
4907,4908,0.95,Premium,G,SI2,59.5,56.0,3724,6.41,6.36,3.8
6898,6899,0.73,Ideal,D,VS2,60.7,57.0,4134,5.84,5.88,3.55
15433,15434,1.03,Ideal,F,SI1,62.4,57.0,6178,6.48,6.44,4.03
32230,32231,0.31,Ideal,G,VVS1,62.1,55.0,789,4.33,4.36,2.7
44823,44824,0.53,Ideal,F,VS1,61.5,56.0,1624,5.21,5.25,3.22
41329,41330,0.31,Ideal,E,IF,61.8,54.0,1214,4.36,4.38,2.7
41689,41690,0.5,Premium,E,SI2,61.3,56.0,1240,5.13,5.08,3.13
17841,17842,1.7,Ideal,H,I1,62.6,54.0,7197,7.63,7.58,4.77
50189,50190,0.64,Ideal,D,VS2,60.7,59.0,2224,5.58,5.62,3.4
25796,25797,1.52,Ideal,G,VS1,61.1,56.0,14787,7.39,7.43,4.53
37014,37015,0.33,Ideal,G,VVS2,61.5,56.0,965,4.49,4.45,2.75
36519,36520,0.3,Premium,F,VVS2,61.4,59.0,945,4.36,4.31,2.66
53097,53098,0.71,Ideal,F,SI2,62.1,55.7,2614,5.7,5.75,3.56
37346,37347,0.31,Ideal,D,VVS2,61.9,57.0,982,4.35,4.31,2.68
21417,21418,1.75,Premium,H,VS2,61.5,58.0,9526,7.75,7.69,4.75
9502,9503,0.91,Good,E,SI1,63.6,57.0,4611,6.13,6.1,3.89
16279,16280,1.2,Ideal,H,SI1,62.7,55.0,6512,6.76,6.73,4.23
22417,22418,1.25,Ideal,D,VS1,61.7,56.0,10441,6.92,7.01,4.3
46991,46992,0.64,Premium,F,SI1,61.2,58.0,1816,5.6,5.54,3.41
35373,35374,0.41,Very Good,G,VS1,62.4,57.0,899,4.71,4.74,2.95
37845,37846,0.33,Ideal,D,VS2,61.9,57.0,1002,4.47,4.42,2.75
38851,38852,0.4,Premium,G,VVS2,61.7,59.0,1050,4.76,4.73,2.93
4771,4772,1.1,Ideal,F,I1,61.3,57.0,3690,6.68,6.62,4.08
27759,27760,0.32,Premium,H,VS2,59.5,58.0,648,4.5,4.47,2.67
3847,3848,0.74,Very Good,D,VS2,59.8,58.0,3476,5.9,5.94,3.54
53714,53715,0.76,Ideal,F,SI1,62.6,57.0,2719,5.84,5.89,3.67
36240,36241,0.46,Ideal,G,SI1,62.2,53.4,934,4.95,4.98,3.09
12748,12749,1.25,Premium,H,SI1,59.4,62.0,5320,7.07,7.0,4.18
15123,15124,1.33,Fair,G,SI2,63.0,62.0,6078,6.9,6.87,4.34
26318,26319,1.51,Ideal,D,VS2,62.1,58.0,15821,7.32,7.34,4.55
34273,34274,0.28,Ideal,H,VS2,62.5,54.0,467,4.2,4.22,2.63
45880,45881,0.36,Ideal,D,VVS1,61.5,55.0,1718,4.61,4.63,2.84
8631,8632,1.02,Premium,G,SI1,62.6,59.0,4449,6.43,6.38,4.01
32307,32308,0.26,Ideal,F,VS2,62.3,56.0,456,4.1,4.12,2.56
51101,51102,1.17,Fair,I,I1,64.5,59.0,2336,6.67,6.47,4.25
46583,46584,0.55,Ideal,G,VS1,61.6,55.0,1786,5.29,5.32,3.27
24400,24401,1.5,Ideal,F,VS2,60.3,57.0,12641,7.42,7.33,4.45
24733,24734,1.51,Premium,H,IF,60.2,60.0,13075,7.41,7.44,4.47
53701,53702,0.7,Premium,F,VS2,62.6,61.0,2717,5.66,5.61,3.53
12209,12210,1.22,Very Good,H,SI2,63.1,59.0,5192,6.81,6.75,4.28
38260,38261,0.3,Ideal,I,SI1,61.8,57.0,382,4.3,4.34,2.67
39794,39795,0.32,Premium,E,IF,61.6,58.0,1095,4.38,4.39,2.7
34127,34128,0.42,Very Good,G,VS2,62.1,55.0,854,4.8,4.83,2.99
22198,22199,1.6,Very Good,I,VS1,62.3,59.0,10238,7.46,7.51,4.66
32827,32828,0.33,Very Good,G,VVS2,59.7,59.0,806,4.48,4.53,2.69
50605,50606,0.7,Premium,G,SI1,61.6,61.0,2285,5.7,5.63,3.49
18329,18330,1.04,Ideal,G,VS1,62.3,56.0,7457,6.45,6.49,4.03
26151,26152,1.59,Premium,F,VS2,60.2,60.0,15461,7.59,7.62,4.58
51650,51651,0.35,Very Good,H,VS2,59.8,62.0,545,4.57,4.63,2.75
51201,51202,0.72,Ideal,I,SI1,61.3,56.0,2351,5.78,5.81,3.55
40438,40439,0.52,Good,D,SI2,61.8,58.0,1138,5.17,5.21,3.21
40709,40710,0.43,Premium,D,VVS2,59.5,59.0,1159,4.95,4.97,2.95
7610,7611,0.9,Premium,G,VS2,60.8,61.0,4259,6.22,6.12,3.75
41181,41182,0.4,Premium,D,VS1,62.1,58.0,1200,4.73,4.7,2.93
10187,10188,1.33,Premium,F,SI2,60.4,60.0,4737,7.17,7.11,4.31
49773,49774,0.34,Fair,F,I1,55.8,62.0,2160,4.72,4.6,2.6
31231,31232,0.44,Good,E,SI1,63.4,57.0,756,4.81,4.85,3.06
27392,27393,2.04,Very Good,H,SI1,62.5,61.0,17952,8.04,8.08,5.04
39964,39965,0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92
18831,18832,1.01,Very Good,F,VVS2,62.5,63.0,7715,6.41,6.38,4.0
46141,46142,0.57,Premium,F,SI2,60.7,59.0,1746,5.38,5.33,3.25
33703,33704,0.3,Ideal,E,VVS1,61.6,55.0,838,4.34,4.36,2.68
26875,26876,2.23,Premium,G,SI2,61.4,58.0,16805,8.41,8.32,5.14
26105,26106,1.02,Premium,D,IF,61.5,60.0,15370,6.52,6.45,3.99
15605,15606,1.37,Premium,G,SI2,62.4,58.0,6260,7.1,7.0,4.4
45123,45124,0.77,Fair,D,SI2,65.1,63.0,1651,5.71,5.65,3.7
7764,7765,1.11,Premium,F,SI2,62.1,58.0,4283,6.63,6.51,4.1
43167,43168,0.42,Ideal,D,VVS2,62.6,56.0,1389,4.79,4.77,2.99
32999,33000,0.38,Ideal,E,SI2,61.2,57.0,812,4.71,4.67,2.87
15343,15344,1.01,Very Good,F,VS2,61.7,57.0,6159,6.39,6.44,3.96
17029,17030,1.11,Ideal,E,SI1,61.1,57.0,6800,6.64,6.72,4.08
29315,29316,0.31,Ideal,H,VS1,61.1,57.0,698,4.39,4.35,2.67
30233,30234,0.33,Ideal,E,VS2,61.9,54.0,723,4.42,4.47,2.75
3938,3939,0.83,Ideal,F,SI1,61.7,57.0,3500,6.04,6.08,3.74
47942,47943,0.51,Ideal,G,VVS2,62.4,56.0,1916,5.1,5.13,3.19
25087,25088,1.72,Premium,H,VS2,61.3,59.0,13609,7.72,7.69,4.72
45883,45884,0.55,Very Good,E,VS2,61.6,60.0,1719,5.23,5.27,3.23
32059,32060,0.33,Premium,I,VVS1,62.5,61.0,780,4.42,4.38,2.75
10624,10625,1.07,Ideal,H,SI1,62.0,57.0,4830,6.51,6.56,4.05
9870,9871,0.7,Very Good,E,IF,60.3,59.0,4679,5.72,5.76,3.46
8198,8199,1.0,Premium,G,SI2,61.8,59.0,4368,6.38,6.33,3.93
39550,39551,0.32,Ideal,G,VVS1,60.2,56.0,1080,4.49,4.45,2.69
19723,19724,1.21,Ideal,G,VS2,61.5,56.0,8294,6.83,6.88,4.22
28755,28756,0.31,Very Good,E,VS2,61.6,59.0,680,4.32,4.35,2.67
889,890,0.7,Premium,F,VS1,60.8,62.0,2874,5.71,5.67,3.46
21818,21819,1.31,Premium,G,VS1,61.5,59.0,9891,7.0,7.06,4.32
38382,38383,0.42,Ideal,E,VS2,61.3,56.0,1024,4.85,4.81,2.96
10043,10044,0.31,Ideal,J,SI1,61.3,56.0,418,4.37,4.4,2.69
35672,35673,0.37,Ideal,G,VVS2,62.0,56.0,909,4.62,4.64,2.87
36868,36869,0.42,Premium,E,VS2,61.0,60.0,958,4.82,4.85,2.95
32450,32451,0.43,Very Good,E,SI1,62.4,56.0,792,4.79,4.83,3.0
30217,30218,0.33,Ideal,E,VS2,62.0,56.0,723,4.46,4.48,2.77
38939,38940,0.4,Premium,E,VS1,60.3,58.0,1053,4.8,4.82,2.9
41970,41971,0.4,Ideal,D,VVS2,61.3,56.0,1263,4.75,4.78,2.92
36776,36777,0.3,Ideal,E,VVS1,60.6,57.0,956,4.35,4.33,2.63
5223,5224,1.07,Very Good,J,SI2,61.6,54.0,3783,6.57,6.59,4.05
30919,30920,0.34,Ideal,E,VS2,62.6,55.0,745,4.43,4.45,2.78
4483,4484,0.9,Premium,E,SI1,60.7,61.0,3625,6.19,6.17,3.75
33263,33264,0.3,Ideal,E,VVS1,60.0,60.0,826,4.37,4.39,2.63
16429,16430,1.05,Ideal,G,VS2,61.9,57.0,6562,6.47,6.51,4.03
46059,46060,0.62,Very Good,H,VS2,61.8,57.0,1734,5.47,5.5,3.39
26542,26543,1.53,Very Good,G,VS1,61.9,57.0,16219,7.39,7.32,4.55
14479,14480,1.2,Premium,G,SI2,62.4,58.0,5846,6.77,6.73,4.21
14153,14154,1.01,Premium,E,SI1,62.8,58.0,5741,6.38,6.33,3.99
25116,25117,1.71,Ideal,I,VVS2,61.9,57.0,13660,7.62,7.67,4.73
39369,39370,0.34,Ideal,F,IF,60.7,57.0,1074,4.5,4.53,2.74
38972,38973,0.3,Ideal,E,VVS2,61.4,55.0,1053,4.34,4.36,2.67
37170,37171,0.32,Ideal,D,VS2,62.2,56.0,972,4.4,4.38,2.73
15705,15706,0.24,Very Good,F,VVS2,60.6,59.0,608,4.04,4.06,2.45
31903,31904,0.3,Ideal,G,VS1,62.2,55.0,776,4.31,4.28,2.67
94,95,0.78,Very Good,G,SI2,63.8,56.0,2759,5.81,5.85,3.72
38730,38731,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.74,4.78,2.97
42971,42972,0.41,Ideal,E,VVS1,60.7,57.0,1367,4.8,4.85,2.93
30753,30754,0.25,Premium,F,VVS1,60.7,59.0,740,4.1,4.07,2.48
38010,38011,0.31,Very Good,D,VVS2,60.5,56.0,1009,4.38,4.41,2.66
21646,21647,1.24,Very Good,G,VS1,60.2,58.0,9738,6.96,7.0,4.2
47792,47793,0.7,Good,H,SI2,61.5,63.0,1899,5.59,5.63,3.45
33701,33702,0.3,Ideal,E,VVS1,61.6,56.0,838,4.3,4.34,2.66
19514,19515,1.5,Premium,H,SI2,60.8,58.0,8148,7.39,7.34,4.48
4726,4727,0.33,Premium,I,SI1,61.3,59.0,572,4.51,4.46,2.75
25234,25235,2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03
25656,25657,2.01,Premium,I,SI1,60.1,59.0,14558,8.24,8.19,4.94
38626,38627,0.31,Good,H,VS2,63.1,57.0,489,4.28,4.31,2.71
9446,9447,0.9,Ideal,F,SI2,62.4,55.0,4593,6.17,6.2,3.86
3307,3308,0.73,Ideal,E,VS1,62.3,56.0,3370,5.75,5.8,3.6
50250,50251,0.73,Premium,H,SI2,62.5,58.0,2234,5.73,5.69,3.57
32881,32882,0.4,Ideal,J,VS1,62.6,55.0,810,4.75,4.71,2.96
6273,6274,1.12,Premium,E,I1,61.0,59.0,4014,6.74,6.7,4.1
42136,42137,0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
8538,8539,0.91,Ideal,E,SI1,60.8,57.0,4429,6.27,6.29,3.82
45027,45028,0.54,Premium,G,VS2,62.7,58.0,1637,5.19,5.15,3.24
50882,50883,0.78,Very Good,H,SI2,62.7,56.0,2316,5.85,5.89,3.68
2989,2990,0.73,Ideal,H,IF,62.2,54.0,3301,5.76,5.82,3.6
3546,3547,0.81,Ideal,E,SI1,60.3,56.0,3413,6.05,6.13,3.67
8613,8614,1.01,Ideal,J,VS2,62.2,54.0,4443,6.41,6.47,4.01
14363,14364,1.18,Very Good,H,SI1,63.3,55.0,5815,6.75,6.72,4.26
7075,7076,0.33,Very Good,H,VS1,60.0,61.0,579,4.48,4.52,2.7
43776,43777,0.63,Good,I,VS2,56.1,65.0,1440,5.73,5.78,3.23
48400,48401,0.71,Premium,J,VS2,60.1,61.0,1968,5.82,5.77,3.48
18558,18559,1.26,Very Good,H,VS2,63.8,52.0,7567,6.89,6.84,4.38
51137,51138,0.73,Premium,E,SI2,60.1,59.0,2341,5.87,5.82,3.51
48466,48467,0.71,Premium,G,SI2,62.3,55.0,1977,5.72,5.68,3.55
23441,23442,1.07,Ideal,F,IF,62.0,57.0,11434,6.52,6.57,4.06
51148,51149,0.71,Very Good,E,SI2,58.4,63.0,2343,5.85,5.8,3.4
35126,35127,0.43,Premium,H,SI2,61.8,59.0,887,4.86,4.85,3.0
39460,39461,0.4,Ideal,D,VVS2,61.4,56.0,1078,4.75,4.8,2.93
53582,53583,0.6,Ideal,F,VVS2,60.9,57.0,2698,5.45,5.48,3.33
12958,12959,1.21,Ideal,I,VS2,62.3,58.0,5387,6.79,6.75,4.22
53129,53130,0.62,Premium,E,VVS2,62.0,56.0,2618,5.48,5.42,3.38
29084,29085,0.36,Very Good,G,SI1,63.3,56.0,689,4.53,4.5,2.86
43351,43352,0.5,Good,E,VS2,63.3,56.0,1407,5.11,5.03,3.21
10609,10610,1.1,Ideal,H,SI1,60.2,56.0,4827,6.74,6.82,4.08
28590,28591,0.3,Ideal,G,VS2,61.3,56.0,675,4.33,4.28,2.64
43862,43863,0.5,Ideal,G,VS2,62.0,57.0,1449,5.08,5.11,3.16
28539,28540,0.3,Premium,E,SI1,62.5,59.0,675,4.3,4.28,2.68
11934,11935,1.09,Ideal,E,SI2,61.9,55.0,5127,6.64,6.6,4.1
40326,40327,0.53,Ideal,I,SI1,61.6,56.6,1127,5.19,5.21,3.21
35678,35679,0.41,Very Good,E,VS2,63.3,56.0,910,4.71,4.74,2.99
2607,2608,0.9,Very Good,I,SI1,60.5,58.0,3220,6.22,6.27,3.78
1037,1038,0.95,Good,I,SI2,63.8,57.0,2905,6.23,6.13,3.94
31665,31666,0.26,Ideal,F,IF,60.9,55.0,768,4.15,4.23,2.55
15746,15747,1.21,Good,J,IF,62.1,60.0,6299,6.81,6.87,4.25
22550,22551,1.51,Ideal,E,SI2,61.9,56.0,10588,7.31,7.36,4.54
52446,52447,0.71,Very Good,G,SI1,61.6,61.0,2515,5.7,5.72,3.52
2214,2215,0.83,Ideal,E,SI2,61.0,57.0,3143,6.06,6.13,3.72
4029,4030,0.73,Ideal,G,VS1,61.7,56.0,3525,5.76,5.79,3.56
16459,16460,1.35,Premium,I,SI1,59.2,59.0,6577,7.24,7.18,4.27
2503,2504,0.7,Premium,E,VS2,61.0,59.0,3199,5.74,5.7,3.49
18364,18365,0.37,Premium,F,SI1,61.5,59.0,616,4.59,4.62,2.83
2436,2437,0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6
42704,42705,0.52,Premium,F,SI1,58.6,61.0,1338,5.3,5.28,3.1
5500,5501,0.93,Ideal,H,SI1,62.0,55.0,3844,6.32,6.29,3.91
45421,45422,0.55,Premium,E,SI1,61.0,61.0,1668,5.3,5.25,3.22
35500,35501,0.41,Premium,E,SI1,59.3,61.0,904,4.84,4.8,2.86
41154,41155,0.41,Ideal,G,VVS2,61.7,55.0,1199,4.81,4.85,2.98
38887,38888,0.4,Premium,D,VS2,62.5,59.0,1050,4.72,4.66,2.93
5738,5739,1.03,Good,H,SI2,65.0,57.0,3892,6.3,6.32,4.1
49788,49789,0.51,Ideal,G,IF,61.6,54.0,2162,5.17,5.19,3.19
2976,2977,0.71,Ideal,G,VS2,61.8,56.0,3299,5.73,5.76,3.55
28922,28923,0.3,Ideal,H,VVS1,62.4,53.0,684,4.28,4.31,2.68
51325,51326,0.31,Good,E,SI1,63.3,55.0,544,4.31,4.35,2.74
24071,24072,2.0,Ideal,E,SI2,62.3,56.0,12210,8.04,7.94,4.98
6974,6975,0.76,Premium,F,IF,60.6,60.0,4150,5.89,5.85,3.56
52360,52361,0.8,Very Good,H,SI2,63.4,58.0,2502,5.87,5.84,3.71
19094,19095,1.01,Premium,G,VVS2,60.7,58.0,7862,6.52,6.49,3.95
36246,36247,0.41,Ideal,E,VS2,61.6,55.0,935,4.75,4.79,2.94
22155,22156,1.01,Ideal,F,VVS1,60.5,60.0,10197,6.45,6.47,3.91
36642,36643,0.43,Ideal,F,SI1,61.3,56.0,948,4.9,4.86,2.99
39813,39814,0.4,Ideal,G,VVS1,61.7,55.0,1097,4.75,4.78,2.94
11516,11517,1.01,Ideal,I,VS1,62.5,59.0,5022,6.33,6.41,3.98
49527,49528,0.52,Ideal,F,VS1,61.3,56.0,2123,5.19,5.22,3.19
49042,49043,0.51,Very Good,E,VVS2,62.1,55.0,2056,5.14,5.16,3.2
37615,37616,0.24,Very Good,E,VVS1,62.0,60.0,485,3.96,4.01,2.47
12691,12692,0.26,Very Good,E,VVS2,61.7,60.0,599,4.11,4.12,2.54
45192,45193,0.51,Ideal,E,VS2,60.4,57.0,1656,5.15,5.18,3.12
12950,12951,1.01,Ideal,H,SI1,61.7,57.0,5387,6.37,6.44,3.96
17354,17355,1.33,Premium,E,SI2,62.5,58.0,6963,6.99,7.03,4.38
26391,26392,2.0,Premium,G,SI2,62.1,59.0,15897,8.12,8.02,5.01
332,333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55
3768,3769,1.04,Very Good,J,SI2,62.8,57.0,3459,6.44,6.5,4.06
41302,41303,0.56,Ideal,F,SI2,61.9,55.0,1212,5.27,5.31,3.28
37737,37738,0.4,Ideal,G,VVS1,60.2,60.0,997,4.78,4.82,2.89
18023,18024,1.5,Good,H,SI2,64.2,56.0,7291,7.26,7.2,4.64
17308,17309,1.05,Ideal,G,VS1,62.0,56.0,6936,6.47,6.53,4.03
18175,18176,1.5,Good,J,VS2,59.6,60.0,7368,7.31,7.38,4.38
25951,25952,2.16,Ideal,I,SI2,61.9,54.0,15124,8.29,8.33,5.14
51086,51087,0.52,Ideal,D,VVS2,59.9,57.0,2334,5.28,5.21,3.14
49794,49795,0.53,Ideal,E,VS2,61.8,55.0,2163,5.21,5.24,3.23
43783,43784,0.57,Ideal,G,SI1,62.3,54.0,1441,5.34,5.35,3.33
31601,31602,0.2,Premium,D,VS2,61.7,60.0,367,3.77,3.72,2.31
16335,16336,1.01,Premium,F,VS2,62.8,59.0,6533,6.41,6.33,4.0
50293,50294,0.31,Very Good,G,VS1,60.4,59.0,542,4.37,4.41,2.65
36134,36135,0.33,Premium,E,VS2,60.7,58.0,928,4.49,4.47,2.72
37047,37048,0.35,Ideal,E,VVS1,61.9,56.0,967,4.55,4.53,2.81
18102,18103,1.51,Premium,H,SI2,63.0,59.0,7321,7.26,7.16,4.54
7382,7383,0.33,Ideal,G,VS2,62.6,57.0,579,4.45,4.47,2.79
17382,17383,0.34,Premium,E,SI2,62.4,59.0,612,4.46,4.42,2.77
39161,39162,0.35,Premium,E,VS1,62.3,60.0,1063,4.52,4.5,2.81
17002,17003,1.01,Ideal,F,VS2,62.1,57.0,6787,6.46,6.42,4.0
5168,5169,0.91,Very Good,E,SI2,63.0,56.0,3772,6.12,6.16,3.87
50019,50020,0.7,Premium,F,SI1,62.1,59.0,2196,5.68,5.72,3.54
14496,14497,1.01,Ideal,I,VS2,62.5,56.0,5855,6.38,6.41,4.0
2852,2853,0.8,Very Good,H,VS1,60.9,57.0,3273,5.98,6.02,3.65
45521,45522,0.5,Premium,D,VS2,61.1,58.0,1683,5.18,5.09,3.14
38646,38647,0.44,Premium,H,VS2,61.3,58.0,1040,4.91,4.88,3.0
14301,14302,1.26,Ideal,G,VS2,61.5,57.0,5792,6.94,6.89,4.25
26946,26947,2.05,Ideal,H,SI1,61.9,57.0,17006,8.09,8.14,5.02
12794,12795,0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
36005,36006,0.31,Ideal,F,IF,62.2,55.0,921,4.35,4.38,2.71
172,173,1.17,Very Good,J,I1,60.2,61.0,2774,6.83,6.9,4.13
5777,5778,1.11,Very Good,J,SI1,62.0,58.0,3901,6.57,6.62,4.09
44518,44519,0.52,Premium,F,VS2,62.2,58.0,1600,5.12,5.17,3.2
35198,35199,0.43,Good,G,VS2,61.8,60.7,891,4.8,4.84,2.99
14296,14297,1.3,Premium,F,SI2,61.6,58.0,5788,7.07,6.92,4.33
8732,8733,0.9,Premium,G,VS1,62.7,60.0,4460,6.13,6.06,3.82
30466,30467,0.31,Ideal,D,SI1,61.1,56.0,732,4.38,4.36,2.67
52262,52263,0.73,Ideal,I,VVS1,61.7,53.0,2490,5.8,5.84,3.59
3399,3400,0.3,Very Good,I,VS1,61.8,63.0,567,4.29,4.26,2.64
17540,17541,1.34,Ideal,G,SI2,61.1,56.0,7058,7.11,7.13,4.35
37834,37835,0.33,Ideal,D,VS2,60.9,55.0,1002,4.5,4.47,2.73
26642,26643,2.0,Good,D,SI2,60.3,56.0,16425,8.08,8.11,4.88
49349,49350,0.7,Ideal,J,SI1,60.3,57.0,2096,5.75,5.79,3.48
39445,39446,0.41,Ideal,E,VS1,61.5,56.0,1076,4.79,4.77,2.94
31164,31165,0.41,Ideal,E,SI1,62.7,57.0,755,4.74,4.77,2.98
32978,32979,0.37,Ideal,F,VS1,61.1,57.0,811,4.61,4.65,2.83
46765,46766,0.53,Ideal,E,VS2,61.8,56.0,1801,5.21,5.17,3.21
11272,11273,1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
44456,44457,0.5,Very Good,G,VS1,62.9,55.0,1592,5.06,5.09,3.19
21434,21435,1.3,Ideal,G,VS2,62.3,55.0,9540,7.0,6.93,4.34
30675,30676,0.4,Premium,E,SI1,61.3,59.0,737,4.69,4.74,2.89
19151,19152,1.21,Good,F,VS2,63.7,58.0,7911,6.67,6.71,4.26
50587,50588,0.74,Very Good,E,SI2,63.0,58.0,2282,5.73,5.77,3.62
7962,7963,1.12,Premium,I,VS2,62.4,58.0,4321,6.63,6.59,4.13
32764,32765,0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74
19376,19377,0.4,Good,D,SI2,63.1,56.0,622,4.65,4.67,2.94
30190,30191,0.42,Very Good,F,SI1,60.6,61.0,722,4.83,4.87,2.94
36303,36304,0.32,Premium,H,VVS1,61.4,58.0,936,4.42,4.37,2.7
26098,26099,1.52,Ideal,E,VS2,62.4,55.0,15348,7.32,7.42,4.6
9367,9368,0.32,Good,D,SI1,63.7,55.0,589,4.35,4.38,2.78
16840,16841,1.01,Very Good,F,VS1,61.0,58.0,6719,6.47,6.54,3.97
52711,52712,0.74,Premium,E,SI2,59.1,60.0,2553,5.98,5.94,3.52
17443,17444,1.4,Good,H,SI2,62.5,57.0,6996,7.07,7.11,4.43
21316,21317,1.5,Premium,I,VS2,61.1,60.0,9471,7.33,7.36,4.49
20177,20178,1.03,Ideal,E,VS1,61.9,57.0,8629,6.46,6.44,4.0
11872,11873,1.2,Ideal,I,SI1,62.5,57.0,5107,6.77,6.71,4.21
22362,22363,0.31,Premium,H,VS2,61.3,60.0,628,4.36,4.32,2.66
11529,11530,1.0,Premium,E,SI1,62.7,61.0,5027,6.37,6.32,3.98
2872,2873,1.0,Very Good,I,SI2,62.4,63.0,3276,6.44,6.35,3.99
2576,2577,0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56
9081,9082,1.03,Ideal,E,SI2,62.5,56.0,4522,6.48,6.45,4.04
34063,34064,0.36,Ideal,D,SI1,62.7,57.0,851,4.59,4.54,2.86
26205,26206,2.01,Good,I,VS2,59.9,65.0,15587,8.14,8.19,4.89
14246,14247,1.09,Very Good,E,SI1,62.8,56.0,5771,6.53,6.6,4.12
945,946,0.72,Very Good,G,VVS2,62.5,58.0,2889,5.68,5.72,3.56
17150,17151,1.5,Good,H,SI2,60.8,64.0,6846,7.27,7.2,4.4
